Group	Name	Weight	Reference	PubMed	Source	Note
Physical Interactions	Gilmore-Washburn-2016	0.0017637398283267287	WDR76 Co-Localizes with Heterochromatin Related Proteins and Rapidly Responds to DNA Damage. Gilmore et al. (2016). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/27248496		
Physical Interactions	Agrawal-Sedivy-2010	0.0017489535424714262	Proteomic profiling of Myc-associated proteins. Agrawal et al. (2010). Cell Cycle	http://www.ncbi.nlm.nih.gov/pubmed/21150319		
Physical Interactions	Cai-Conaway-2007	0.0017479853265216564	YY1 functions with INO80 to activate transcription. Cai et al. (2007). Nat Struct Mol Biol	http://www.ncbi.nlm.nih.gov/pubmed/17721549		
Physical Interactions	Lee-Mayr-2019	0.0017463778038399322	Gain of Additional BIRC3 Protein Functions through 3'-UTR-Mediated Protein Complex Formation. Lee et al. (2019). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/30948266		
Physical Interactions	Lee-Jeong-2017	0.0017239258034983927	FGF11 induced by hypoxia interacts with HIF-1α and enhances its stability. Lee et al. (2017). FEBS Lett	http://www.ncbi.nlm.nih.gov/pubmed/28027390		
Physical Interactions	Oláh-Ovádi-2011	0.001722000713378818	Interactions of pathological hallmark proteins: tubulin polymerization promoting protein/p25, beta-amyloid, and alpha-synuclein. Oláh et al. (2011). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/21832049		
Physical Interactions	Roewenstrunk-de la Luna-2019	0.0017106062428154248	A comprehensive proteomics-based interaction screen that links DYRK1A to RNF169 and to the DNA damage response. Roewenstrunk et al. (2019). Sci Rep	http://www.ncbi.nlm.nih.gov/pubmed/30979931		
Physical Interactions	Mugabo-Lim-2018	0.0016873582759838641	Elucidation of the 14-3-3ζ interactome reveals critical roles of RNA-splicing factors during adipogenesis. Mugabo et al. (2018). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/29530978		
Physical Interactions	Shami Shah-Baskin-2019	0.0015930505497894103	PLEKHA4/kramer Attenuates Dishevelled Ubiquitination to Modulate Wnt and Planar Cell Polarity Signaling. Shami Shah et al. (2019). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/31091453		
Physical Interactions	Yao-Stagljar-2017 A	0.0015768409258535856	A Global Analysis of the Receptor Tyrosine Kinase-Protein Phosphatase Interactome. Yao et al. (2017). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/28065597		
Physical Interactions	Emdal-Olsen-2015	0.0015728483721933171	Temporal proteomics of NGF-TrkA signaling identifies an inhibitory role for the E3 ligase Cbl-b in neuroblastoma cell differentiation. Emdal et al. (2015). Sci Signal	http://www.ncbi.nlm.nih.gov/pubmed/25921289		
Physical Interactions	Zhang-Wheeler-2014	0.0015705754265180278	Progesterone receptor membrane component 1 is a functional part of the glucagon-like peptide-1 (GLP-1) receptor complex in pancreatic β cells. Zhang et al. (2014). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/25044020		
Physical Interactions	Tong-Moran-2014	0.0015568555356967888	Proteomic analysis of the epidermal growth factor receptor (EGFR) interactome and post-translational modifications associated with receptor endocytosis in response to EGF and stress. Tong et al. (2014). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/24797263		
Physical Interactions	Yue-Liu-2018	0.0015530789551788159	VIRMA mediates preferential m<sup>6</sup>A mRNA methylation in 3'UTR and near stop codon and associates with alternative polyadenylation. Yue et al. (2018). Cell Discov	http://www.ncbi.nlm.nih.gov/pubmed/29507755		
Physical Interactions	Papp-Lamia-2015	0.0015473652075112892	DNA damage shifts circadian clock time via Hausp-dependent Cry1 stabilization. Papp et al. (2015). Elife	http://www.ncbi.nlm.nih.gov/pubmed/25756610		
Physical Interactions	Cheng-DeCaprio-2017	0.0015342310915004256	Merkel cell polyomavirus recruits MYCL to the EP400 complex to promote oncogenesis. Cheng et al. (2017). PLoS Pathog	http://www.ncbi.nlm.nih.gov/pubmed/29028833		
Physical Interactions	Ramachandran-LaBaer-2004	0.0015274847750561765	Self-assembling protein microarrays. Ramachandran et al. (2004). Science	http://www.ncbi.nlm.nih.gov/pubmed/15232106		
Physical Interactions	Low-Heck-2014	0.0015075910169343103	A systems-wide screen identifies substrates of the SCFβTrCP ubiquitin ligase. Low et al. (2014). Sci Signal	http://www.ncbi.nlm.nih.gov/pubmed/25515538		
Physical Interactions	Liu-Takahashi-2017	0.0015030340645543559	TTF-1/NKX2-1 binds to DDB1 and confers replication stress resistance to lung adenocarcinomas. Liu et al. (2017). Oncogene	http://www.ncbi.nlm.nih.gov/pubmed/28192407		
Physical Interactions	Roy-Pardo-2014	0.001481599805649679	hnRNPA1 couples nuclear export and translation of specific mRNAs downstream of FGF-2/S6K2 signalling. Roy et al. (2014). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/25324306		
Physical Interactions	Li-Dorf-2011 A	0.0014537074056153244	Mapping a dynamic innate immunity protein interaction network regulating type I interferon production. Li et al. (2011). Immunity	http://www.ncbi.nlm.nih.gov/pubmed/21903422		
Physical Interactions	Giannone-Liu-2010	0.0014223487327440166	The protein network surrounding the human telomere repeat binding factors TRF1, TRF2, and POT1. Giannone et al. (2010). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/20811636		
Physical Interactions	Choi-Busino-2018	0.0014195325897377424	PTPN14 regulates Roquin2 stability by tyrosine dephosphorylation. Choi et al. (2018). Cell Cycle	http://www.ncbi.nlm.nih.gov/pubmed/30209976		
Physical Interactions	Meek-Piwnica-Worms-2004	0.0014028388626039	Comprehensive proteomic analysis of interphase and mitotic 14-3-3-binding proteins. Meek et al. (2004). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/15161933		
Physical Interactions	Wang-Balch-2006	0.0013845912549909569	Hsp90 cochaperone Aha1 downregulation rescues misfolding of CFTR in cystic fibrosis. Wang et al. (2006). Cell	http://www.ncbi.nlm.nih.gov/pubmed/17110338		
Physical Interactions	Lum-Cristea-2018	0.0013806220548375648	Interactome and Proteome Dynamics Uncover Immune Modulatory Associations of the Pathogen Sensing Factor cGAS. Lum et al. (2018). Cell Syst	http://www.ncbi.nlm.nih.gov/pubmed/30471916		
Physical Interactions	IREF-uniprotpp	0.00137711055544624				
Physical Interactions	Hu-Yin-2019	0.0013721902382829636	Poly(ADP-ribosyl)ation of BRD7 by PARP1 confers resistance to DNA-damaging chemotherapeutic agents. Hu et al. (2019). EMBO Rep	http://www.ncbi.nlm.nih.gov/pubmed/30940648		
Physical Interactions	BIOGRID-SMALL-SCALE-STUDIES	0.0013713858560394964				
Physical Interactions	Wallach-Kramer-2013	0.0013651544732230275	Dynamic circadian protein-protein interaction networks predict temporal organization of cellular functions. Wallach et al. (2013). PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/23555304		
Physical Interactions	Wu-Li-2007	0.0013639141732092392	Systematic identification of SH3 domain-mediated human protein-protein interactions by peptide array target screening. Wu et al. (2007). Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/17474147		
Physical Interactions	Floyd-Pagliarini-2016	0.001362264460581627	Mitochondrial Protein Interaction Mapping Identifies Regulators of Respiratory Chain Function. Floyd et al. (2016). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/27499296		
Physical Interactions	Moutaoufik-Babu-2019	0.0013451662969816197	Rewiring of the Human Mitochondrial Interactome during Neuronal Reprogramming Reveals Regulators of the Respirasome and Neurogenesis. Moutaoufik et al. (2019). iScience	http://www.ncbi.nlm.nih.gov/pubmed/31536960		
Physical Interactions	Sowa-Harper-2009	0.0013241171573901743	Defining the human deubiquitinating enzyme interaction landscape. Sowa et al. (2009). Cell	http://www.ncbi.nlm.nih.gov/pubmed/19615732		
Physical Interactions	Woodsmith-Sanderson-2012	0.0013223661715085747	Systematic analysis of dimeric E3-RING interactions reveals increased combinatorial complexity in human ubiquitination networks. Woodsmith et al. (2012). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/22493164		
Physical Interactions	IREF-innatedb	0.00131067127299342				
Physical Interactions	IREF-mppi	0.001305025075734439				
Physical Interactions	Bennett-Harper-2010	0.0012700852135596017	Dynamics of cullin-RING ubiquitin ligase network revealed by systematic quantitative proteomics. Bennett et al. (2010). Cell	http://www.ncbi.nlm.nih.gov/pubmed/21145461		
Physical Interactions	Humphries-Humphries-2009	0.0012657275674426685	Proteomic analysis of integrin-associated complexes identifies RCC2 as a dual regulator of Rac1 and Arf6. Humphries et al. (2009). Sci Signal	http://www.ncbi.nlm.nih.gov/pubmed/19738201		
Physical Interactions	McCracken-Blencowe-2005	0.00121939739357335	Proteomic analysis of SRm160-containing complexes reveals a conserved association with cohesin. McCracken et al. (2005). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/16159877		
Physical Interactions	Boldt-Roepman-2016	0.0012150694714203071	An organelle-specific protein landscape identifies novel diseases and molecular mechanisms. Boldt et al. (2016). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/27173435		
Physical Interactions	Crow-Cristea-2017	0.0012150219413862285	Human Antiviral Protein IFIX Suppresses Viral Gene Expression during Herpes Simplex Virus 1 (HSV-1) Infection and Is Counteracted by Virus-induced Proteasomal Degradation. Crow et al. (2017). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/28077445		
Physical Interactions	Alexander-Wang-2018	0.0011972962601489799	Ubiquilin 2 modulates ALS/FTD-linked FUS-RNA complex dynamics and stress granule formation. Alexander et al. (2018). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/30442662		
Physical Interactions	Arroyo-Aloy-2014	0.001167335103246231	Charting the molecular links between driver and susceptibility genes in colorectal cancer. Arroyo et al. (2014). Biochem Biophys Res Commun	http://www.ncbi.nlm.nih.gov/pubmed/24412244		
Physical Interactions	Bett-Hay-2013	0.0011665514619092696	The P-body component USP52/PAN2 is a novel regulator of HIF1A mRNA stability. Bett et al. (2013). Biochem J	http://www.ncbi.nlm.nih.gov/pubmed/23398456		
Physical Interactions	Cox-Rizzino-2013	0.0011512052690650363	The SOX2-interactome in brain cancer cells identifies the requirement of MSI2 and USP9X for the growth of brain tumor cells. Cox et al. (2013). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/23667531		
Physical Interactions	Pao-Virdee-2018	0.0011259861796263629	Activity-based E3 ligase profiling uncovers an E3 ligase with esterification activity. Pao et al. (2018). Nature	http://www.ncbi.nlm.nih.gov/pubmed/29643511		
Physical Interactions	Bandyopadhyay-Ideker-2010	0.0010826159277215874	A human MAP kinase interactome. Bandyopadhyay et al. (2010). Nat Methods	http://www.ncbi.nlm.nih.gov/pubmed/20936779		
Physical Interactions	Zhao-Krug-2005	0.0010776495904954502	Human ISG15 conjugation targets both IFN-induced and constitutively expressed proteins functioning in diverse cellular pathways. Zhao et al. (2005). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/16009940		
Physical Interactions	Enzo-Dupont-2015	0.0010367397934405883	Aerobic glycolysis tunes YAP/TAZ transcriptional activity. Enzo et al. (2015). EMBO J	http://www.ncbi.nlm.nih.gov/pubmed/25796446		
Physical Interactions	Huttlin-Harper-2017	0.0010334115742964335	Architecture of the human interactome defines protein communities and disease networks. Huttlin et al. (2017). Nature	http://www.ncbi.nlm.nih.gov/pubmed/28514442		
Physical Interactions	Napolitano-Meroni-2011	0.0009945899331392641	Functional interactions between ubiquitin E2 enzymes and TRIM proteins. Napolitano et al. (2011). Biochem J	http://www.ncbi.nlm.nih.gov/pubmed/21143188		
Physical Interactions	Varjosalo-Superti-Furga-2013	0.0009900527836329222	Interlaboratory reproducibility of large-scale human protein-complex analysis by standardized AP-MS. Varjosalo et al. (2013). Nat Methods	http://www.ncbi.nlm.nih.gov/pubmed/23455922		
Physical Interactions	Chi-Reed-2018	0.0009740212996292299	Interactome analyses revealed that the U1 snRNP machinery overlaps extensively with the RNAP II machinery and contains multiple ALS/SMA-causative proteins. Chi et al. (2018). Sci Rep	http://www.ncbi.nlm.nih.gov/pubmed/29884807		
Physical Interactions	Li-Lu-2018	0.0009604950210885681	Heterozygous deletion of chromosome 17p renders prostate cancer vulnerable to inhibition of RNA polymerase II. Li et al. (2018). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/30349055		
Physical Interactions	Viita-Vartiainen-2019	0.000950557162158794	Nuclear actin interactome analysis links actin to KAT14 histone acetyl transferase and mRNA splicing. Viita et al. (2019). J Cell Sci	http://www.ncbi.nlm.nih.gov/pubmed/30890647		
Physical Interactions	Banks-Washburn-2016	0.0009416795643291481	TNIP2 is a Hub Protein in the NF-κB Network with Both Protein and RNA Mediated Interactions. Banks et al. (2016). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/27609421		
Physical Interactions	Tarallo-Weisz-2011	0.000934109485465297	Identification of proteins associated with ligand-activated estrogen receptor α in human breast cancer cell nuclei by tandem affinity purification and nano LC-MS/MS. Tarallo et al. (2011). Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/21182205		
Physical Interactions	Yamauchi-Maeda-2018	0.0009255704170159836	Genome-wide CRISPR-Cas9 Screen Identifies Leukemia-Specific Dependence on a Pre-mRNA Metabolic Pathway Regulated by DCPS. Yamauchi et al. (2018). Cancer Cell	http://www.ncbi.nlm.nih.gov/pubmed/29478914		
Physical Interactions	Douanne-Bidère-2019	0.0009246301277791031	CYLD Regulates Centriolar Satellites Proteostasis by Counteracting the E3 Ligase MIB1. Douanne et al. (2019). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/31067453		
Physical Interactions	Panigrahi-Pati-2012	0.0009198990697682644	A cohesin-RAD21 interactome. Panigrahi et al. (2012). Biochem J	http://www.ncbi.nlm.nih.gov/pubmed/22145905		
Physical Interactions	Joshi-Cristea-2013	0.0009082102413115111	The functional interactome landscape of the human histone deacetylase family. Joshi et al. (2013). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/23752268		
Physical Interactions	Katsogiannou-Rocchi-2014	0.0008924617039829313	The functional landscape of Hsp27 reveals new cellular processes such as DNA repair and alternative splicing and proposes novel anticancer targets. Katsogiannou et al. (2014). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/25277244		
Physical Interactions	Trepte-Wanker-2018 A	0.0008869357662241209	LuTHy: a double-readout bioluminescence-based two-hybrid technology for quantitative mapping of protein-protein interactions in mammalian cells. Trepte et al. (2018). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/29997244		
Physical Interactions	Lau-Ronai-2012	0.000882450532521435	PKCε promotes oncogenic functions of ATF2 in the nucleus while blocking its apoptotic function at mitochondria. Lau et al. (2012). Cell	http://www.ncbi.nlm.nih.gov/pubmed/22304920		
Physical Interactions	Campos-Reinberg-2015	0.0008798038989280586	Analysis of the Histone H3.1 Interactome: A Suitable Chaperone for the Right Event. Campos et al. (2015). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/26527279		
Physical Interactions	Malty-Babu-2017	0.0008776923062404276	A Map of Human Mitochondrial Protein Interactions Linked to Neurodegeneration Reveals New Mechanisms of Redox Homeostasis and NF-κB Signaling. Malty et al. (2017). Cell Syst	http://www.ncbi.nlm.nih.gov/pubmed/29128334		
Physical Interactions	Roy-Parent-2013	0.0008697530159430479	Novel, gel-free proteomics approach identifies RNF5 and JAMP as modulators of GPCR stability. Roy et al. (2013). Mol Endocrinol	http://www.ncbi.nlm.nih.gov/pubmed/23798571		
Physical Interactions	Christianson-Kopito-2011	0.0008640497481204324	Defining human ERAD networks through an integrative mapping strategy. Christianson et al. (2011). Nat Cell Biol	http://www.ncbi.nlm.nih.gov/pubmed/22119785		
Physical Interactions	Li-Dorf-2014	0.0008613516288061328	TRIM65 regulates microRNA activity by ubiquitination of TNRC6. Li et al. (2014). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/24778252		
Physical Interactions	Behrends-Harper-2010	0.0008608786392847943	Network organization of the human autophagy system. Behrends et al. (2010). Nature	http://www.ncbi.nlm.nih.gov/pubmed/20562859		
Physical Interactions	Drissi-Boisvert-2015	0.0008518172630020053	Quantitative Proteomics Reveals Dynamic Interactions of the Minichromosome Maintenance Complex (MCM) in the Cellular Response to Etoposide Induced DNA Damage. Drissi et al. (2015). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/25963833		
Physical Interactions	Foerster-Ritter-2013	0.0007799491635459292	Characterization of the EGFR interactome reveals associated protein complex networks and intracellular receptor dynamics. Foerster et al. (2013). Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/23956138		
Physical Interactions	Li-Chen-2015	0.000769570123417649	Proteomic analyses reveal distinct chromatin-associated and soluble transcription factor complexes. Li et al. (2015). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/25609649		
Physical Interactions	Lipp-Guthrie-2015	0.0007685274211895514	SR protein kinases promote splicing of nonconsensus introns. Lipp et al. (2015). Nat Struct Mol Biol	http://www.ncbi.nlm.nih.gov/pubmed/26167880		
Physical Interactions	IREF-mint	0.000768124519411021				
Physical Interactions	Kennedy-Kolch-2020 A	0.0007678816782540559	Extensive rewiring of the EGFR network in colorectal cancer cells expressing transforming levels of KRAS<sup>G13D</sup>. Kennedy et al. (2020). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/31980649		
Physical Interactions	IREF-corum	0.0007586718563512101				
Physical Interactions	Kärblane-Sarmiento-2015	0.0007410911311396794	ABCE1 is a highly conserved RNA silencing suppressor. Kärblane et al. (2015). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/25659154		
Physical Interactions	Wong-O'Bryan-2012	0.000737946508009	Intersectin (ITSN) family of scaffolds function as molecular hubs in protein interaction networks. Wong et al. (2012). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22558309		
Physical Interactions	Li-Zhou-2017	0.0007307602681638959	Identification of translationally controlled tumor protein in promotion of DNA homologous recombination repair in cancer cells by affinity proteomics. Li et al. (2017). Oncogene	http://www.ncbi.nlm.nih.gov/pubmed/28846114		
Physical Interactions	Wang-Xu-2015	0.0007126349003217858	Interaction of amyotrophic lateral sclerosis/frontotemporal lobar degeneration-associated fused-in-sarcoma with proteins involved in metabolic and protein degradation pathways. Wang et al. (2015). Neurobiol Aging	http://www.ncbi.nlm.nih.gov/pubmed/25192599		
Physical Interactions	Saito-Kobarg-2017	0.0007114992657171569	Human Regulatory Protein Ki-1/57 Is a Target of SUMOylation and Affects PML Nuclear Body Formation. Saito et al. (2017). J Proteome Res	http://www.ncbi.nlm.nih.gov/pubmed/28695742		
Physical Interactions	Dabbaghizadeh-Tanguay-2018	0.0007106332851834812	Identification of proteins interacting with the mitochondrial small heat shock protein Hsp22 of Drosophila melanogaster: Implication in mitochondrial homeostasis. Dabbaghizadeh et al. (2018). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/29509794		
Physical Interactions	Zhang-Xu-2018	0.000708881448284219	Revealing A-Raf functions through its interactome. Zhang et al. (2018). Biochim Biophys Acta Proteins Proteom	http://www.ncbi.nlm.nih.gov/pubmed/29777862		
Physical Interactions	Hauri-Beisel-2016	0.0007069302878629507	A High-Density Map for Navigating the Human Polycomb Complexome. Hauri et al. (2016). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/27705803		
Physical Interactions	Ewing-Figeys-2007	0.0007040999472908489	Large-scale mapping of human protein-protein interactions by mass spectrometry. Ewing et al. (2007). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/17353931		
Physical Interactions	Menon-Litovchick-2019	0.000670998096728714	DYRK1A regulates the recruitment of 53BP1 to the sites of DNA damage in part through interaction with RNF169. Menon et al. (2019). Cell Cycle	http://www.ncbi.nlm.nih.gov/pubmed/30773093		
Physical Interactions	IREF-bind-translation	0.0006707752779702114				
Physical Interactions	Hayes-Urbé-2012	0.0006458990417613419	Direct and indirect control of mitogen-activated protein kinase pathway-associated components, BRAP/IMP E3 ubiquitin ligase and CRAF/RAF1 kinase, by the deubiquitylating enzyme USP15. Hayes et al. (2012). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/23105109		
Physical Interactions	Reyniers-Taymans-2014	0.0006280398148458612	Differential protein-protein interactions of LRRK1 and LRRK2 indicate roles in distinct cellular signaling pathways. Reyniers et al. (2014). J Neurochem	http://www.ncbi.nlm.nih.gov/pubmed/24947832		
Physical Interactions	Botham-Schimmer-2019	0.0005954425529646232	Global Interactome Mapping of Mitochondrial Intermembrane Space Proteases Identifies a Novel Function for HTRA2. Botham et al. (2019). Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/31617661		
Physical Interactions	Kim-Major-2015	0.0005896370962055973	Substrate trapping proteomics reveals targets of the βTrCP2/FBXW11 ubiquitin ligase. Kim et al. (2015). Mol Cell Biol	http://www.ncbi.nlm.nih.gov/pubmed/25332235		
Physical Interactions	Grossmann-Stelzl-2015	0.0005874895501389978	Phospho-tyrosine dependent protein-protein interaction network. Grossmann et al. (2015). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/25814554		
Physical Interactions	IREF-bind	0.0005873949583916726				
Physical Interactions	Bouwmeester-Superti-Furga-2004	0.0005608746548430154	A physical and functional map of the human TNF-alpha/NF-kappa B signal transduction pathway. Bouwmeester et al. (2004). Nat Cell Biol	http://www.ncbi.nlm.nih.gov/pubmed/14743216		
Physical Interactions	St-Denis-Gingras-2015	0.0005489505893958954	Myotubularin-related proteins 3 and 4 interact with polo-like kinase 1 and centrosomal protein of 55 kDa to ensure proper abscission. St-Denis et al. (2015). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/25659891		
Physical Interactions	Blomen-Brummelkamp-2015	0.0005479627328284527	Gene essentiality and synthetic lethality in haploid human cells. Blomen et al. (2015). Science	http://www.ncbi.nlm.nih.gov/pubmed/26472760		
Physical Interactions	Li-Haura-2013	0.0005458727561556372	Perturbation of the mutated EGFR interactome identifies vulnerabilities and resistance mechanisms. Li et al. (2013). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/24189400		
Physical Interactions	Liu-Chen-2019	0.0005326302385396704	Oncogenic functions of protein kinase D2 and D3 in regulating multiple cancer-related pathways in breast cancer. Liu et al. (2019). Cancer Med	http://www.ncbi.nlm.nih.gov/pubmed/30652415		
Physical Interactions	Liu-Yang-2019	0.0005207758837761418	Inflammation-dependent overexpression of c-Myc enhances CRL4<sup>DCAF4</sup> E3 ligase activity and promotes ubiquitination of ST7 in colitis-associated cancer. Liu et al. (2019). J Pathol	http://www.ncbi.nlm.nih.gov/pubmed/30945288		
Physical Interactions	Oliviero-Cagney-2015	0.0005191262638433066	The variant Polycomb Repressor Complex 1 component PCGF1 interacts with a pluripotency sub-network that includes DPPA4, a regulator of embryogenesis. Oliviero et al. (2015). Sci Rep	http://www.ncbi.nlm.nih.gov/pubmed/26687479		
Physical Interactions	Huttlin-Gygi-2015	0.00050793094099269	The BioPlex Network: A Systematic Exploration of the Human Interactome. Huttlin et al. (2015). Cell	http://www.ncbi.nlm.nih.gov/pubmed/26186194		
Physical Interactions	Watanabe-Fujita-2018	0.000488405370897809	GRWD1 regulates ribosomal protein L23 levels via the ubiquitin-proteasome system. Watanabe et al. (2018). J Cell Sci	http://www.ncbi.nlm.nih.gov/pubmed/29991511		
Physical Interactions	Hegele-Stelzl-2012 B	0.00047292398309463753	Dynamic protein-protein interaction wiring of the human spliceosome. Hegele et al. (2012). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/22365833		
Physical Interactions	So-Colwill-2015	0.0004626147930995007	Integrative analysis of kinase networks in TRAIL-induced apoptosis provides a source of potential targets for combination therapy. So et al. (2015). Sci Signal	http://www.ncbi.nlm.nih.gov/pubmed/25852190		
Physical Interactions	Conte-Perez-Oliva-2018	0.0004587519970908211	USP45 and Spindly are part of the same complex implicated in cell migration. Conte et al. (2018). Sci Rep	http://www.ncbi.nlm.nih.gov/pubmed/30258100		
Physical Interactions	Trepte-Wanker-2018 B	0.00045535169628713293	LuTHy: a double-readout bioluminescence-based two-hybrid technology for quantitative mapping of protein-protein interactions in mammalian cells. Trepte et al. (2018). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/29997244		
Physical Interactions	Rual-Vidal-2005	0.0004465141974766893	Towards a proteome-scale map of the human protein-protein interaction network. Rual et al. (2005). Nature	http://www.ncbi.nlm.nih.gov/pubmed/16189514		
Physical Interactions	Liu-Tan-2018	0.000439405478648327	Proteome-wide analysis of USP14 substrates revealed its role in hepatosteatosis via stabilization of FASN. Liu et al. (2018). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/30425250		
Physical Interactions	IREF-matrixdb	0.000431512961987135				
Physical Interactions	Huber-Hoelz-2017	0.0004227978501916687	Histone-binding of DPF2 mediates its repressive role in myeloid differentiation. Huber et al. (2017). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/28533407		
Physical Interactions	Teixeira-Laman-2016 A	0.00042207421504946525	Gsk3β and Tomm20 are substrates of the SCFFbxo7/PARK15 ubiquitin ligase associated with Parkinson's disease. Teixeira et al. (2016). Biochem J	http://www.ncbi.nlm.nih.gov/pubmed/27503909		
Physical Interactions	Coyaud-Raught-2015	0.0004215159148138998	BioID-based Identification of Skp Cullin F-box (SCF)β-TrCP1/2 E3 Ligase Substrates. Coyaud et al. (2015). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/25900982		
Physical Interactions	Guard-Old-2019	0.00041786809929448426	The nuclear interactome of DYRK1A reveals a functional role in DNA damage repair. Guard et al. (2019). Sci Rep	http://www.ncbi.nlm.nih.gov/pubmed/31024071		
Physical Interactions	Rengasamy-Walsh-2017	0.00041422486461546043	The PRMT5/WDR77 complex regulates alternative splicing through ZNF326 in breast cancer. Rengasamy et al. (2017). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/28977470		
Physical Interactions	Bantscheff-Drewes-2011	0.0004130881183367739	Chemoproteomics profiling of HDAC inhibitors reveals selective targeting of HDAC complexes. Bantscheff et al. (2011). Nat Biotechnol	http://www.ncbi.nlm.nih.gov/pubmed/21258344		
Physical Interactions	Asadi-Dhanvantari-2018	0.00041143597765025885	Plasticity in the Glucagon Interactome Reveals Novel Proteins That Regulate Glucagon Secretion in α-TC1-6 Cells. Asadi et al. (2018). Front Endocrinol (Lausanne)	http://www.ncbi.nlm.nih.gov/pubmed/30713523		
Physical Interactions	Giurato-Tarallo-2018	0.00041040195097958416	Quantitative mapping of RNA-mediated nuclear estrogen receptor β interactome in human breast cancer cells. Giurato et al. (2018). Sci Data	http://www.ncbi.nlm.nih.gov/pubmed/29509190		
Physical Interactions	Rivera-Paes Leme-2018	0.00040258793698468096	Agrin has a pathological role in the progression of oral cancer. Rivera et al. (2018). Br J Cancer	http://www.ncbi.nlm.nih.gov/pubmed/29872149		
Physical Interactions	Yao-Stagljar-2017 B	0.00039913333461152173	A Global Analysis of the Receptor Tyrosine Kinase-Protein Phosphatase Interactome. Yao et al. (2017). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/28065597		
Physical Interactions	Zeller-Wei-2006	0.0003989573774247325	Global mapping of c-Myc binding sites and target gene networks in human B cells. Zeller et al. (2006). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/17093053		
Physical Interactions	Choi-Beutler-2019	0.000373019143525167	LMBR1L regulates lymphopoiesis through Wnt/β-catenin signaling. Choi et al. (2019). Science	http://www.ncbi.nlm.nih.gov/pubmed/31073040		
Physical Interactions	Pankow-Yates-2015	0.00037206581051963533	∆F508 CFTR interactome remodelling promotes rescue of cystic fibrosis. Pankow et al. (2015). Nature	http://www.ncbi.nlm.nih.gov/pubmed/26618866		
